Name	Location
SNORD116-23	15q11.2
KLHL7	7p15.3
OR52L1	11p15.4
MIR132	17p13.3
PLA2G4E	15q15.1
PYCARD	16p11.2
CADM3	1q23.2
NEK4	3p21.1
MIR4765	2p22.3
C12orf66	12q14.2
ZCWPW1	7q22.1
ZC2HC1B	6q24.2
SEC23IP	10q26.11-q26.12
NRIP2	12p13.33
LYSMD1	1q21.3
COL4A1	13q34
CCR7	17q21.2
BZRAP1	17q22
TEX14	17q22
TAC4	17q21.33
LTB4R	14q12
AOC2	17q21.31
LECT1	13q14.3
ADCK3	1q42.13
CD37	19q13.33
C10orf32-AS3MT	10q24.32
GPR19	12p13.1
FRAS1	4q21.21
LOC442459	Xq22.1
C16orf58	16p11.2
HTR5A	7q36.2
LALBA	12q13.11
TMEM178B	7q34
RAMP3	7p13
MIR4468	7q33
ANKRD35	1q21.1
APOM	6p21.33
CDC26	9q32
UBE2D4	7p13
GLYCTK	3p21.2
APEX1	14q11.2
C6orf47	6p21.33
MIR4437	2q31.3
SBF2-AS1	11p15.4
CBR4	4q32.3
SPACA7	13q34
LSP1P3	5p13.3
RNU6ATAC	9q34.2
SNORD116-27	15q11.2
TMC2	20p13
MIR3158-2	10q24.32
HIST1H4K	6p22.1
CD9	12p13.31
TMEM30A	6q14.1
WDTC1	1p36.11
MIR3917	1p36.11
TBCC	6p21.1
KLK11	19q13.41
ARHGAP20	11q22.3-q23.1
MB21D1	6q13
FAM228A	2p23.3
ZNF320	19q13.41
IDNK	9q21.32
ZNF724P	19p12
SFMBT2	10p14
PVRL3	3q13.13
C10orf116	10q23.2
ZHX1-C8ORF76	8q24.13
SNORA55	1p34.3
HEYL	1p34.2
TOMM5	9p13.2
MIR4999	19p13.2
LOC728819	2p21
CLEC2L	7q34
PLIN5	19p13.3
SHE	1q21.3
LINC00327	13q12.12
INTS7	1q32.3
MAGT1	Xq21.1
EEF1A1	6q13
MDFI	6p21.1
ATP1A4	1q23.2
SCGB1B2P	19q13.11
PHKG2	16p11.2
FER1L4	20q11.22
UBE2R2	9p13.3
NXPE4	11q23.2
RPS2P32	7p15.3
PLEKHM1	17q21.31
PIGK	1p31.1
PRKAR2A	3p21.31
KRTAP19-7	21q22.11
PGA5	11q12.2
SLCO2B1	11q13.4
ZNF671	19q13.43
CHORDC1	11q14.3
SDK1	7p22.2
FRMD7	Xq26.2
CT47A6	Xq24
GDPGP1	15q26.1
ZNF559-ZNF177	19p13.2
ATP2C2	16q24.1
LILRA3	19q13.4
BRPF1	3p25.3
VCX	Xp22.31
HMGN2	1p36.11
MIR4681	10q26.11
ARID2	12q12
MAP2K4	17p12
SGIP1	1p31.3
LOC653061	15q11.2
SCN4B	11q23.3
MLH3	14q24.3
INTS4	11q14.1
MIR4757	2p24.1
C9orf156	9q22.33
LOC283038	10q26.13-q26.2
ZPLD1	3q12.3
HSF4	16q22.1
SATL1	Xq21.1
C2orf56	2p22.2
MYH16	7q22.1
GALR1	18q23
MIR548Q	10p13
MIR620	12q24.21
LOC729732	8p23.1
LCE1D	1q21.3
PARP4	13q12.12
MIR2054	4q28.1
TRAPPC2	Xp22.2
SFTA1P	10p14
TTC36	11q23.3
TMEM185B	2q14.2
SSX2IP	1p22.3
ADAM17	2p25.1
SNORA75	2q37.1
PITRM1	10p15.2
ITIH1	3p21.1
MAGEC3	Xq27.2
TAL2	9q31.2
NBPF24	1q21.2
ZNF157	Xp11.3
FGFR3	4p16.3
METAP1D	2q31.1
MIR3680-1	16p12.2
LDHAL6A	11p15.1
GRB14	2q24.3
ZNF383	19q13.12
FLJ39653	4p15.32
SLC20A2	8p11.21
LOC339894	3q25.31
SLC45A2	5p13.2
HAL	12q23.1
ADPRM	17p13.1
TCF4	18q21.2
SCEL	13q22.3
DISC1	1q42.2
EML2	19q13.32
ACADSB	10q26.13
LOC100288123	19p13.3
SCARNA23	Xp22.11
TCTEX1D4	1p34.1
PCDHGA12	5q31.3
RRAGC	1p34.3
CDH5	16q21
LOC100128881	16q24.3
AWAT2	Xq13.1
OR6C68	12q13.2
ORAI2	7q22.1
GRIN3B	19p13.3
RASAL2-AS1	1q25.2
C19orf48	19q13.33
CALB1	8q21.3
CYP3A7	7q22.1
TUG1	22q12.2
MIR1298	Xq23
SLC29A2	11q13.2
APC	5q22.2
MIR5704	3q22.1
PIEZO1	16q24.3
ADAM11	17q21.31
PGBD3	10q11.23
LOC441009	4p15.33-p15.32
RPL26	17p13.1
MEG8	14q32.2-q32.31
SLC10A3	Xq28
TAGLN3	3q13.2
SNORD114-15	14q32.31
MYO5B	18q21.1
SRP68	17q25.1
ZNF547	19q13.43
MSH5	6p21.33
C21orf2	21q22.3
LHCGR	2p16.3
BCKDK	16p11.2
WBSCR28	7q11.23
MBOAT4	8p12
OR4N5	14q11.2
ZSCAN10	16p13.3
BRD4	19p13.12
TRPM6	9q21.13
LOC100131347	17q12
FERMT2	14q22.1
NUDT16P1	3q22.1
FAAH2	Xp11.21
ZNF653	19p13.2
LOC100507140	2q33.1
PSMA8	18q11.2
MS4A3	11q12.1
ONECUT1	15q21.3
TMPRSS6	22q12.3
TMED8	14q24.3
PMCHL1	5p14.3
MIR718	Xq28
SIGLEC5	19q13.41
PRDM6	5q23.2
2-Sep	
CLCN1	7q34
KLF2	19p13.11
USP45	6q16.2
HAVCR2	5q33.3
FAM173B	5p15.2
MYBPC2	19q13.33
BMF	15q15.1
ALX4	11p11.2
PIM3	22q13.33
SNORD114-19	14q32.31
PIKFYVE	2q34
RASSF9	12q21.31
TBCK	4q24
DLGAP1-AS5	18p11.31
ENHO	9p13.3
DHX58	17q21.2
GCSHP3	2q33.3
MIR4796	3q13.31
NOMO2	16p12.3
SACM1L	3p21.31
SPARC	5q33.1
ACOT7	1p36.31
DKFZp686O1327	2q22.3
DMPK	19q13.32
TENC1	12q13.13
IFT20	17q11.2
MST1P2	1p36.13
LOC401052	5q35.3
GPR161	1q24.2
HNRNPUL2-BSCL2	11q12.3
PER1	17p13.1
USP13	3q26.33
SERPINA6	14q32.13
BCL9L	11q23.3
ZNF784	19q13.42
RAD21	8q24.11
DEFB123	20q11.21
MAN1A1	6q22.31
GPKOW	Xp11.23
MKRN7P	20q13.12
MIR1306	22q11.21
TMCO4	1p36.13
SLC26A5	7q22.1
EHHADH	3q27.2
OTX2	14q22.3
CCDC50	3q28
SEPP1	5p12
KIAA0430	16p13.11
WDR1	4p16.1
SLC3A1	2p21
ZDHHC24	11q13.2
WFIKKN2	17q21.33
CD244	1q23.3
SCN11A	3p22.2
ADAMTS16	5p15.32
ZXDC	3q21.3
C1orf229	1q44
GRPEL1	4p16.1
WASL	7q31.32
MAGEA5	Xq28
NRXN3	14q24.3-q31.1
OR8K1	11q12.1
SCFD2	4q12
HYAL1	3p21.31
EIF3J	15q21.1
NFAM1	22q13.2
ZNF750	17q25.3
LOC728373	4p16.1
FHAD1	1p36.21
IWS1	2q14.3
C12orf76	12q24.11
WDR83OS	19p13.13
RBBP9	20p11.23
WDFY4	10q11.23
MTRNR2L6	7q34
LINC00489	20q11.23
ST8SIA2	15q26.1
TMEM201	1p36.22
ANAPC4	4p15.2
GLDN	15q21.2
CDO1	5q22.3
DHRS13	17q11.2
PGAP1	2q33.1
MSH5-SAPCD1	6p21.33
PTAFR	1p35.3
MAP3K11	11q13.1
LOC389791	9q34.11
SFTPB	2p11.2
FLJ12825	12q13.13
BAI2	1p35.2
TUBA1A	12q13.12
NLGN4Y	Yq11.221
ZSCAN4	19q13.43
AGTR1	3q24
PLA2G6	22q13.1
C1QTNF9B-AS1	13q12.12
PLSCR2	3q24
ZBTB20-AS1	3q13.31
MIR340	5q35.3
LRRC43	12q24.31
IKZF4	12q13.2
TTI2	8p12
MFSD1	3q25.32
NEFM	8p21.2
STK3	8q22.2
LINC00672	17q12
ZNF721	4p16.3
CDH8	16q21
PHKA2-AS1	Xp22.13
CDK17	12q23.1
APOL6	22q12.3
RHOBTB1	10q21.2
INPP5A	10q26.3
MIR301A	17q22
PQLC1	18q23
CTSD	11p15.5
CABLES1	18q11.2
LOC100288079	1q25.3
GSDMD	8q24.3
TMEM150A	2p11.2
OR8J1	11q12.1
SLC16A6	17q24.2
PDGFRL	8p22
MFGE8	15q26.1
MGAT2	14q21.3
SNORD116-7	15q11.2
OR10G3	14q11.2
JPH3	16q24.2
LOC283683	15q11.2
ZNF215	11p15.4
FKBP14	7p14.3
MIR4280	5q14.3
SRCAP	16p11.2
ITPKB	1q42.12
SNORD18C	15q22.31
SLC9A7P1	12q23.1
OMA1	1p32.2-p32.1
KRTAP2-3	17q21.2
OR8B4	11q24.2
MIR762	16p11.2
ACSM2A	16p12.3
LOC392232	8q21.11
SPTBN2	11q13.2
RPN2	20q11.23
CD248	11q13.2
RSPH1	21q22.3
MXRA5	Xp22.33
VPS13B	8q22.2
LOC143666	11p15.5
TSPAN7	Xp11.4
ZNF581	19q13.42
ZBTB25	14q23.3
PHF8	Xp11.22
FAM168A	11q13.4
ATP13A5	3q29
GLRX3	10q26.3
OSBP	11q12.1
C10orf82	10q25.3
IGSF6	16p12.2
LOC286059	8p21.3
RNU6-16	11q14.3
RPL34	4q25
MIR331	12q22
UGT1A3	2q37.1
CEACAM7	19q13.2
ASPM	1q31.3
BARHL2	1p22.2
KIAA1984	9q34.3
NAPRT1	8q24.3
OR4Q3	14q11.2
LOC100130301	8q21.11
PHF5A	22q13.2
VIT	2p22.2
SERPINI1	3q26.1
FAM159A	1p32.3
MIRLET7A3	22q13.31
FPR3	19q13.41
REEP1	2p11.2
GNA13	17q24.1
DISC2	1q42.2
GPX5	6p22.1
RTL1	14q32.2-q32.31
ARMC4	
DGKG	3q27.2-q27.3
ST8SIA5	18q21.1
ORMDL1	2q32.2
GPR75	2p16.2
LIMCH1	4p13
H6PD	1p36.22
TAS2R14	12p13.2
SPRED2	2p14
LOC100130357	6p24.1
FRG2	4q35.2
DDX31	9q34.13
TMEM184B	22q13.1
TRUB2	9q34.11
MIR550A3	7p14.3
THADA	2p21
MAST2	1p34.1
ZNF718	4p16.3
PPM1B	2p21
TRNT1	3p26.2
SOWAHD	Xq24
RPS18	6p21.32
HYI	1p34.2
COX4I2	20q11.21
SPATA3	2q37.1
SNORD5	11q21
CRYGA	2q33.3
FAM126B	2q33.1
RNLS	10q23.31
MIR676	Xq13.1
METTL24	6q21
SAMD12-AS1	8q24.12
LAMP3	3q27.1
WDR13	Xp11.23
TRPV3	17p13.2
IL12A	3q25.33
FRG1	4q35.2
BACE2	21q22.2-q22.3
TGFB3	14q24.3
MIR4788	3q22.2
CD163L1	12p13.31
CERS3	15q26.3
USP5	12p13.31
IRX2	5p15.33
TMPRSS11A	4q13.2
SSU72	1p36.33
ATRNL1	10q25.3
PRSS58	7q34
KCNK5	6p21.2
LRTM2	12p13.33
FGFR1OP2	12p11.23
C21orf49	21q22.11
CTTN	11q13.3
SNORD67	11p11.2
IER2	19p13.13
KLF12	13q22.1
USP4	3p21.31
PAMR1	11p13
LTC4S	5q35.3
SCGN	6p22.2
SLITRK1	13q31.1
UNC45B	17q12
ETV5	3q27.2
ARPC1A	7q22.1
EPB41L2	6q23.1-q23.2
MIR5194	8q24.21
DCAF5	14q24.1
SPAST	2p22.3
LDHAL6B	15q22.2
INO80D	2q33.3
KANK1	9p24.3
USP21	1q23.3
HBA1	16p13.3
KIAA0754	1p34.3
SUCLG2	3p14.1
MRPL40	22q11.21
LOC283922	16q23.1
PRAMEF4	1p36.21
SLC45A4	8q24.3
DPP3	11q13.2
NAGS	17q21.31
PICK1	22q13.1
GLT1D1	12q24.33
SLC26A6	3p21.31
MIR5090	7q22.1
ZNFX1-AS1	20q13.13
VSX1	20p11.21
SLC38A1	12q13.11
FAM75A4	9q12
DSC3	18q12.1
CD160	1q21.1
PION	7q11.23
IL1RL2	2q12.1
CLPX	15q22.31
HTRA2	2p13.1
HAAO	2p21
LOC439949	10p15.1
KIAA1967	8p21.3
COL14A1	8q24.12
FDPS	1q22
CRISP1	6p12.3
OR4F21	8p23.3
PPP1R12A	12q21.2-q21.31
MUC2	11p15.5
LOC100288069	1p36.33
UVSSA	4p16.3
C21orf91-OT1	21q21.1
HORMAD2	22q12.2
TNFRSF18	1p36.33
MLLT4-AS1	6q27
MLX	17q21.2
C11orf42	11p15.4
WT1-AS	11p13
NFE2L3	7p15.2
ODF2L	1p22.3
ACTG2	2p13.1
FAM48A	13q13.3
ARHGAP11A	15q13.3
KIF7	15q26.1
GNAQ	9q21.2
PDGFD	11q22.3
TMEM167A	5q14.2
RNF13	3q25.1
NCR1	19q13.42
AGXT2L1	4q25
TAS2R20	12p13.2
CPSF1	8q24.3
ATPBD4	15q14
MTMR11	1q21.2
SERPINA10	14q32.13
TXLNG	Xp22.2
STK17A	7p13
CD200R1	3q13.2
CEACAM4	19q13.2
BAIAP2L1	7q21.3-q22.1
MYH3	17p13.1
MIR3663	10q25.3
PMM1	22q13.2
PRR5	22q13.31
ESR2	14q23.2-q23.3
OR8K3	11q12.1
ADRA1A	8p21.2
C3orf18	3p21.31
HOXA2	7p15.2
JSRP1	19p13.3
EMILIN1	2p23.3
EPB41	1p35.3
CD68	17p13.1
RPL17-C18ORF32	18q21.1
CAPRIN1	11p13
TAS2R7	12p13.2
ADI1	2p25.3
EFCAB3	17q23.2
GMFB	14q22.2
APOF	12q13.3
ZNF43	19p12
CIDECP	3p25.3
ZBTB26	9q33.2
WNT5B	12p13.33
RIMS2	8q22.3
C15orf40	15q25.2
MIR484	16p13.11
SLC2A11	22q11.23
EMR1	19p13.3-p13.2
ZNF238	1q44
DCAF11	14q12
PROS1	3q11.1
CDK13	7p14.1
OXLD1	17q25.3
DDX23	12q13.12
ACRC	Xq13.1
SLC12A2	5q23.3
LOC349160	7q33
LOC100129427	7p12.1
SHISA3	4p13
DAOA-AS1	13q33.2; 13q34
COL4A3	2q36.3
SOX11	2p25.2
LOC729020	10q24.33
MIR2355	2q33.3
MMRN2	10q23.2
MAFK	7p22.3
FGD3	9q22.31
PTHLH	12p11.22
MIR4739	17q25.3
CDH10	5p14.2-p14.1
MIR497	17p13.1
CRX	19q13.33
CHTOP	1q21.3
SPTSSA	14q13.1
HOXB5	17q21.32
BTN2A1	6p22.2
C17orf102	17q12
SPATA8	15q26.2
DLEU2	13q14.2
GBX1	7q36.1
ZMAT4	8p11.21
SLC46A1	17q11.2
UAP1	1q23.3
MTOR-AS1	1p36.22
NPHP1	2q13
HAR1A	20q13.33
CDH15	16q24.3
PCDHA5	5q31.3
MIR4661	8q21.3
TGFBR1	9q22.33
LINC00643	14q23.2
TBC1D30	12q14.3
ZDHHC17	12q21.2
FAM86DP	3p12.3
DBN1	5q35.3
UXS1	2q12.2
ARC	8q24.3
HLA-DRB1	6p21.32
LOC255654	1q44
DEGS2	14q32.2
TEKT1	17p13.1
KRT12	17q21.2
DCT	13q32.1
KLC3	19q13.32
SS18	18q11.2
MIR3621	9q34.3
CSNK2B	6p21.33
LOC253044	15q24.3
LOC440910	2q21.1
PRKCB	16p12.2-p12.1
SNORD115-20	15q11.2
CYP39A1	6p12.3
BACE1-AS	11q23.3
TERF1	8q21.11
MIR3919	3q25.32
ARL4D	17q21.31
MIR892A	Xq27.3
GUCA2B	1p34.2
APOBEC3A	22q13.1
FAM75E1	9q22.1
MIR4474	9p21.3
ALKBH4	7q22.1
KRT85	12q13.13
LOC728739	12q23.3
TRIM5	11p15.4
LCE1A	1q21.3
MPHOSPH8	13q12.11
LGR4	11p14.1
BTBD1	15q25.2
OR5E1P	11p15.4
FAXC	6q16.2
OR51I2	11p15.4
ANKRD18DP	3q29
C1QL4	12q13.12
TNFRSF14	1p36.32
ZNF235	19q13.31
HIF1A-AS2	14q23.2
ABHD1	2p23.3
SLC25A30	13q14.13
CEBPA	19q13.11
LYG2	2q11.2
TMEM52B	12p13.2
TAF1B	2p25.1
LOC254099	1p36.33
TMEM35	
ZIC1	3q24
RAD51	15q15.1
MIR5703	2q36.3
PIH1D2	11q23.1
MIR133B	6p12.2
TBL1XR1	3q26.32
TAAR9	6q23.2
USP17	4p16.1
TMCC3	12q22
SLC33A1	3q25.31
PSAT1	9q21.2
MBP	18q23
LIMD1-AS1	3p21.31
PRAMEF15	1p36.21
PTPN5	11p15.1
HOXB6	17q21.32
SLCO4A1	20q13.33
TINAG	6p12.1
TMEFF1	9q31.1
RRP15	1q41
WDR96	10q25.1
SBF1	22q13.33
RSPH3	6q25.3
CRB1	1q31.3
ZNF662	3p22.1
RBKS	2p23.2
NDNL2	
MIR190B	1q21.3
PPYR1	10q11.22
MIR4266	2q13
SNHG6	8q13.1; 8q13
LRRC58	3q13.33
PPIE	1p34.2
PRDX2	19p13.13
MIR1181	19p13.2
MIR623	13q32.3
LOC100507156	8p21.3
NTNG1	1p13.3
PARN	16p13.12
MRM1	17q12
CHPF2	7q36.1
COX7A1	19q13.12
PTGDS	9q34.3
PABPC1	8q22.3
TMIGD1	17q11.2
ZNF850	19q13.12
MTNR1A	4q35.2
CES1P1	16q12.2
LRRN3	7q31.1
LRRN4CL	11q12.3
KRTAP19-8	21q22.11
BPHL	6p25.2
TRIM51	11q12.1
ZNF626	19p12
RNF10	12q24.31
UBLCP1	5q33.3
LOC100129636	6p22.1
LINC00670	17p12
NACC1	19p13.13
SNORA52	11p15.5
LOC100289092	16p11.2
PCDHB9	5q31.3
SAYSD1	6p21.2
FOXQ1	6p25.3
SNORD80	1q25.1
REPS2	Xp22.2
SMA4	5q13.2
NDFIP2-AS1	13q31.1
MIR4493	11q24.1
LTN1	21q21.3
P2RX3	11q12.1
CTAGE10P	13q14.2
MKNK1	1p33
PARD3B	2q33.3
POU6F2	7p14.1
CST6	11q13.1
WDR89	14q23.2
CCDC164	2p23.3
LOC100286793	
LOC728730	2p22.1
SNORA37	18q21.2
SNORD115-10	15q11.2
LOC644961	1p36.11
SLC25A29	14q32.2
BBS4	15q24.1
CSRP2	12q21.2
ACSM1	16p12.3
PLXNA1	3q21.3
ECT2L	6q24.1
GPER	7p22.3
SKI	1p36.33-p36.32
FAM122C	Xq26.3
LOC100134229	7q34
KRTAP19-6	21q22.11
TBC1D3P2	17q23.2
PCBD2	5q31.1
OR2M1P	1q44
SF3B14	2p23.3
SAMD4B	19q13.2
MIR1234	8q24.3
OSBPL10-AS1	3p23
PPP2R3A	3q22.2-q22.3
GTF3C4	9q34.13
CMTM5	14q11.2
TRPV6	7q34
MIR4665	9p24.1
MOXD2P	7q34
NAPB	20p11.21
GPR20	8q24.3
ZIC3	Xq26.3
METTL1	12q14.1
LOC729420	13q22.2
ARHGAP5	14q12
SLC38A6	14q23.1
MCOLN1	19p13.2
ERCC1	19q13.32
MIR641	19q13.2
LINC00174	7q11.21
ZC3H6	2q14.1
PLCH1	3q25.31
MIR100HG	11q24.1
VSX2	14q24.3
SLC35E2B	1p36.33
NOC4L	12q24.33
MIR203	14q32.33
TPSD1	16p13.3
L2HGDH	14q21.3
TCEA3	1p36.12
SMG7-AS1	1q25.3
ZNRF2P2	7p14.3
ERMP1	9p24.1
EDEM1	3p26.1
FAM150A	8q11.23
TM4SF1	3q25.1
POU4F2	4q31.22
FAM43B	1p36.12
PYURF	4q22.1
AS3MT	10q24.32
CALCR	7q21.3
PGD	1p36.22
ATHL1	11p15.5
FNDC1	6q25.3
TRIM27	6p22.1
NPHS2	1q25.2
DUSP23	1q23.2
SNORD114-5	14q32.31
SNAR-C2	19q13.33
OPN1LW	Xq28
ATF1	12q13.12
MAFF	22q13.1
KLC2	11q13.2
MTRNR2L2	5q14.1
LRRC42	1p32.3
PLIN1	15q26.1
GPR144	9q33.3
PDZK1P1	1q21.2
SNORA3	11p15.4
PTCSC3	14q13.3
EVI5	1p22.1
KIAA1244	6q23.3-q24.1
SNORD114-22	14q32.31
SEMA5B	3q21.1
C3orf36	3q22.1
CCDC142	2p13.1
RSPO2	8q23.1
SFTPD	10q22.3
DPY19L1	7p14.2
ME3	11q14.2
RCCD1	15q26.1
LINC00343	13q33.2
BZW2	7p21.1
AMPD1	1p13.2
DLX1	2q31.1
C21orf90	21q22.3
ZNF841	19q13.41
PRPF31	19q13.42
LOC643955	7q11.21
SCLY	2q37.3
KCTD18	2q33.1
SOAT2	12q13.13
KLHL12	1q32.1
SPTA1	1q23.1
GSG1L	16p12.1
SNORD8	14q11.2
SPEF2	5p13.2
PLEC	8q24.3
LOC100130691	2q31.2
SCD5	4q21.22
TTC40	10q26.3
MYO5A	15q21.2
LOC144486	12q22
SMYD1	2p11.2
PSME4	2p16.2
CXorf30	Xp21.1
CASC4	15q15.3
PRR5-ARHGAP8	22q13.31
PFKM	12q13.11
MIR4453	4q31.3
LRFN1	19q13.2
PAQR3	4q21.21
ULK1	12q24.33
LOC339442	1p34.3
GYLTL1B	11p11.2
LINC00307	21q22.11
MIR323A	14q32.31
NS3BP	11p15.5
LOC116437	12q24.33
CYP4F11	19p13.12
KSR1	17q11.2
MAPK12	22q13.33
GAGE12J	Xp11.23
PRODH2	19q13.12
UMPS	3q21.2
SFRS3	6p21.31-p21.2
MIR4503	14q13.3
NOS1AP	1q23.3
SELK	3p21.1
MAPK7	17p11.2
MIR4478	9q33.2
FOXC2	16q24.1
MIR195	17p13.1
KIAA0664L3	16p11.2
PTGER1	19p13.12
CLLU1	12q22
TP53BP2	1q41
ZNF649	19q13.41
CSF3	17q21.1
TSPAN10	17q25.3
VWC2L	2q34-q35
BST1	4p15.32
CTGF	6q23.2
FAM188B	7p14.3
MIR149	2q37.3
MRPL4	19p13.2
TAF1C	16q24.1
RGS12	4p16.3
PINLYP	19q13.31
B3GNT8	19q13.2
C15orf38	15q26.1
DNAL1	14q24.3
SERPINB10	18q22.1
RPL32P3	3q21.3
LINC00176	20q13.33
TMEM200B	1p35.3
SCAND2	15q25.2
CTDSP2	12q14.1
SIRT6	19p13.3
KAL1	Xp22.31
EIF2B3	1p34.1
TRIM22	11p15.4
EMC10	19q13.33
IMPDH1	7q32.1
PRDM1	6q21
CCDC150	2q33.1
GCLM	1p22.1
RCBTB1	13q14.2
WFDC9	20q13.12
TMSB4X	Xp22.2
RAD21L1	20p13
SURF2	9q34.2
CLPP	19p13.3
GPR97	16q21
EXOC5	14q22.3
TCEAL7	Xq22.2
KIF17	1p36.12
SYDE2	1p22.3
C2orf43	2p24.1
MIR4325	20q13.31
PDIA5	3q21.1
SI	3q26.1
PSMD13	11p15.5
ASPHD1	16p11.2
GRXCR2	5q32
LOC100507034	10p15.2
MIR1185-2	14q32.31
KRTAP13-1	21q22.11
PANX1	11q21
FZD4	11q14.2
SEC24B-AS1	4q25
GADD45G	9q22.2
BARX2	11q24.3
DRD1	5q35.2
COL1A2	7q21.3
RPL31	2q11.2
HIST1H2BH	6p22.2
INPP4A	2q11.2
MIR215	1q41
C15orf26	15q25.1
MIR548AQ	3q27.2
FAM58A	Xq28
MIR4719	16q23.1
DDX26B	Xq26.3
ZNF233	19q13.31
MRPS10	6p21.1
ZNF746	7q36.1
OR10Z1	1q23.1
ZNF444	19q13.43
SNORD116-3	15q11.2
LINC00085	19q13.41
LRRC32	11q13.5
COMMD5	8q24.3
NSMCE1	16p12.1
SERPINB5	18q21.33
11-Sep	
MIR153-1	2q35
LINC00314	21q21.3
NOP14-AS1	4p16.3
TDGF1P3	Xq23
LOC100287036	16q24.3
PHIP	6q14.1
ZNF846	19p13.2
FST	5q11.2
MIR4255	1p34.3
UROC1	3q21.3
RNASEH2C	11q13.1
MOK	14q32.31
CRB3	19p13.3
DMRTC2	19q13.2
SLC25A16	10q21.3
GAN	16q23.2
MIR10B	2q31.1
VDAC1	5q31.1
ZNF334	20q13.12
SLC35D2	9q22.32
OXCT1	5p13.1
BEND4	4p13
CHEK1	11q24.2
CAMK2N2	3q27.1
FLJ30679	16q24.1
OR2M7	1q44
LOC388796	20q11.23
LOC399753	
MST1	3p21.31
SLC9A1	1p36.11
HNRNPK	9q21.32
PLAGL1	6q24.2
SLC25A12	2q31.1
LOC728537	2q11.2
PRAMEF11	1p36.21
ENAM	4q13.3
FKBP3	14q21.2
BRWD1-AS1	21q22.2
METTL10	10q26.13
LOC100505549	18q21.31
MIR548I4	Xq21.1
PCCA	13q32.3
GMPPB	3p21.31
SLC16A11	17p13.1
PPM1D	17q23.2
MIR4714	15q26.3
KCNT1	9q34.3
MIR4471	8q22.2
KLHL7-AS1	7p15.3
GPR158	10p12.1
HOXD-AS2	2q31.1
NCOR1P1	20p11.1
KIAA1737	14q24.3
SLAMF8	1q23.2
ARFGAP1	20q13.33
HIST1H2AE	6p22.2
KLLN	10q23.31
NAT1	8p22
DEFB126	20p13
NUP62	19q13.33
SNORA40	11q21
LDHC	11p15.1
SNORA58	3q22.1
SNAR-G1	19q13.33
KISS1	1q32.1
CLDN17	21q21.3
MIR575	4q21.22
NDUFAF2	5q12.1
UBE2B	5q31.1
LOC100506207	6p24.3
LOC100505676	8q13.1
LOC100128675	19q13.11-q13.12
CASP8	2q33.1
PRAMEF2	1p36.21
HPGDS	4q22.3
PHLDB1	11q23.3
HOTTIP	7p15.2
FLJ10038	15q21.2
SNHG5	6q14.3
EBF2	8p21.2
OSBPL6	2q31.2
ASB11	Xp22.2
RXFP1	4q32.1
B9D2	19q13.2
DPH2	1p34.1
HMGN2P46	15q21.1
LOC440970	3p12.1
LOC100129794	14q13.3
CLPS	6p21.31
MESDC2	15q25.1
GDI1	Xq28
ATP5H	17q25.1
CYP11A1	15q24.1
ERRFI1	1p36.23
LOC100128071	1p35.1
HAND1	5q33.2
FER1L6-AS1	8q24.13
GAGE12G	Xp11.23
SLAIN2	4p11
UBE2J2	1p36.33
BCAT1	12p12.1
TOMM20	1q42.3
BLVRA	7p13
GATA3	10p14
ZNF181	19q13.11
CDK16	Xp11.3
GAGE12D	Xp11.23
STX3	11q12.1
SECTM1	17q25.3
ATP4B	13q34
LINC00638	14q32.33
MIR4692	11q13.4
KLF16	19p13.3
ZNF180	19q13.31
CHCHD8	11q13.4
LXN	3q25.32
RREB1	6p24.3
SERGEF	11p15.1
GRIA1	5q33.2
HABP2	10q25.3
GCH1	14q22.2
LOC100128292	10q22.3
PSMD1	2q37.1
AQR	15q14
APOE	19q13.32
CD53	1p13.3
WDR27	6q27
ZNF507	19q13.11
NMB	15q25.2
PRR19	19q13.2
EGFL8	6p21.32
TNFRSF4	1p36.33
PSMF1	20p13
SNAR-B1	19q13.33
LINC00381	13q22.1
CHRM5	15q14
TOP1P1	1q24.3
MYO16	13q33.3
UGT2B7	4q13.2
IFIT1	10q23.31
SLMAP	3p14.3
LCP1	13q14.13
PRR3	6p21.33
RGL4	22q11.23
C1orf170	1p36.33
ZGLP1	19p13.2
PCDH9	13q21.32
MIR186	1p31.1
UHRF1BP1	6p21.31
WAPAL	10q23.2
UBE3B	12q24.11
COG1	17q25.1
LCN2	9q34.11
OR52K2	11p15.4
C7	5p13.1
CALML4	15q23
LOC100129034	9q33.3
IL2RB	22q12.3
LRRN1	3p26.2
ZNF566	19q13.12
MIR4699	12q21.31
EVPL	17q25.1
TMPRSS11E	4q13.2
DUSP9	Xq28
PKN1	19p13.12
PEX1	7q21.2
CLPSL2	6p21.31
ZNF254	19p12
TRA2A	7p15.3
S100G	Xp22.2
FTL	19q13.33
HOXC8	12q13.13
UBL4B	1p13.3
IQUB	7q31.32
EOMES	3p24.1
PNPLA3	22q13.31
LOC441454	9q22.33
TSHZ1	18q22.3
INPPL1	11q13.4
ARHGAP5-AS1	14q12
H3F3AP4	2q31.1
MIR4270	3p25.1
GJB4	1p34.3
SENP2	3q27.2
IL1RAP	3q28
FGFR1	8p11.23
PCDHA13	5q31.3
LRRC59	17q21.33
TMEM48	1p32.3
MAPT	17q21.31
USP37	2q35
DDX54	12q24.13
KRTAP3-3	17q21.2
